:START_ID,:TYPE,:END_ID,rel_type
何泽,籍贯,广州,entity_entity
项羽,攻,襄城,entity_entity
项梁,诛,鸡石,entity_entity
项梁,使,项羽,entity_entity
彗星,出现,张宿,entity_entity
司马宣王,围攻,公孙渊,entity_entity
司马宣王,传首,京都,entity_entity
海东诸郡,平定,京都,entity_entity
蜚廉,生,季胜,entity_entity
蜚廉,生,恶来革,entity_entity
季胜,下,造父,entity_entity
造父,族,赵氏,entity_entity
造父,别居,赵,entity_entity
恶来革,子,女防,entity_entity
贺瑰,辟为,凝,entity_entity
贺瑰,与...战于...,唐庄宗,entity_entity
贺瑰,战败,贺瑰,entity_entity
贺瑰,反顾见,凝,entity_entity
凝,随之,贺瑰,entity_entity
莹,有子,易则,entity_entity
莹,有子,易从,entity_entity
易则,事,汉,entity_entity
莹,告于,契丹,entity_entity
莹,愿以尸还,中国,entity_entity
契丹,许,莹,entity_entity
彦章,被,杀,entity_entity
裴约,是,牙将,entity_entity
杜弼,密启,显祖,entity_entity
显祖,召,徐之才,entity_entity
杜弼,与,徐之才,entity_entity
重绩历,考之,调元历,entity_entity
重绩历,考之,调元历,entity_entity
兖州刺史,纠合,豫州刺史,entity_entity
兖州刺史,纠合,陈留太守,entity_entity
兖州刺史,纠合,东郡太守,entity_entity
兖州刺史,纠合,广陵太守,entity_entity
兖州刺史,并赴,国难,entity_entity
崔暹,字,季伦,entity_entity
崔暹,籍贯,博陵安平,entity_entity
崔暹,世居,北州,entity_entity
崔暹,后人,汉尚书寔,entity_entity
崔暹,父,崔穆,entity_entity
崔穆,官职,州主簿,entity_entity
周公旦,持,大钺,entity_entity
毕公,持,小钺,entity_entity
武王弟叔振铎,奉,陈常车,entity_entity
温,杀,严实,entity_entity
温,归,河中,entity_entity
世宗,任命,李重进,entity_entity
景,派遣,齐王景达,entity_entity
齐王景达,布阵,紫金山下,entity_entity
齐王景达,连接,城中,entity_entity
昪,封,齐王,entity_entity
昪,卒,嗣位,entity_entity
昪,改元,保大,entity_entity
昪,尊,皇太后,entity_entity
昪,尊,皇后,entity_entity
昪,封,燕王,entity_entity
昪,封,鄂王,entity_entity
昪,封,保宁王,entity_entity
李仁达,杀,王继昌,entity_entity
留从效,杀,黄绍颇,entity_entity
杨素,与,吕布,entity_entity
杨丑,杀,杨素,entity_entity
眭固,杀,杨丑,entity_entity
眭固,将,众,entity_entity
昪,封,东海郡王,entity_entity
昪,顾,吏,entity_entity
周宗,见,宋齐丘,entity_entity
周宗,谋,禅代,entity_entity
张燕,起,张牛角,entity_entity
张燕,聚,少年,entity_entity
张燕,合,群盗,entity_entity
张燕,转攻,还真定,entity_entity
博陵张牛角,起,众,entity_entity
博陵张牛角,号,将兵从事,entity_entity
张燕,合,张牛角,entity_entity
克用,败,可举,entity_entity
克用,败,琢,entity_entity
克用,败,可举,entity_entity
文帝,任命,辅,entity_entity
文帝,任命,柔,entity_entity
文帝,任命,度辽将军,entity_entity
陶谦,字,恭祖,entity_entity
陶谦,籍贯,丹杨,entity_entity
李浑,字,季初,entity_entity
李浑,籍贯,赵郡柏人,entity_entity
李浑,曾祖,李灵,entity_entity
李灵,谥号,魏巨鹿公,entity_entity
权,父,荛,entity_entity
荛,官至,右司郎中,entity_entity
权,官至,右补阙,entity_entity
权,事,梁,entity_entity
权,官至,职方员外郎,entity_entity
权,官至,知制诰,entity_entity
权,官至,翰林学士,entity_entity
权,官至,御史中丞,entity_entity
秦嘉,败于,胡陵,entity_entity
秦嘉,败于,胡陵,entity_entity
秦嘉,战死,景驹,entity_entity
项梁,并,秦嘉军,entity_entity
项梁,驻军,胡陵,entity_entity
昭宗,时,范阳军监军,entity_entity
范阳军监军,与,刘仁恭,entity_entity
刘仁恭,匿居,翰大安山之北谿,entity_entity
晋,与,梁,entity_entity
晋,相拒,梁,entity_entity
晋,调发供馈,谦,entity_entity
谦,成,庄宗之业,entity_entity
民,胜,苦,entity_entity
颛顼,崩,穷蝉,entity_entity
玄嚣,父,高辛,entity_entity
高辛,父,蟜极,entity_entity
蟜极,父,玄嚣,entity_entity
玄嚣,父,黄帝,entity_entity
武公,诛杀,三父等,entity_entity
武公,夷灭,三族,entity_entity
庄宗,号,光圣神闵孝皇帝,entity_entity
朱邪,别自号,沙陀,entity_entity
重诲,倚,圭,entity_entity
圭,备,顾问,entity_entity
圭,侍立,许圭,entity_entity
隐帝,遇弑,北郊,entity_entity
陈珪,弟子,太尉球,entity_entity
晏子,荐举,管氏,entity_entity
太史公,阅读,晏子春秋,entity_entity
杨行密,收为养子,李昪,entity_entity
李昪,字,正伦,entity_entity
李昪,籍贯,徐州,entity_entity
李昪,生父,李荣,entity_entity
李昪,经历,唐末之乱,entity_entity
李昪,流寓,濠、泗间,entity_entity
杨行密,攻占,濠州,entity_entity
李昪,被俘,杨行密,entity_entity
李昪,被收养,杨行密,entity_entity
杨行密,养子,李昪,entity_entity
项羽,使,曹无伤,entity_entity
曹无伤,言,项羽,entity_entity
沛公,使,子婴,entity_entity
沛公,使,珍宝,entity_entity
项羽,为,沛公军,entity_entity
项羽,在,新丰鸿门,entity_entity
沛公,在,霸上,entity_entity
唐将,刺,彦章,entity_entity
夏鲁奇,识,彦章,entity_entity
夏鲁奇,与,彦章,entity_entity
夏鲁奇,举槊,刺,entity_entity
阎柔,派遣,使者,entity_entity
阎柔,任命,护乌丸校尉,entity_entity
辅,封爵,亭侯,entity_entity
辅,派遣,返回,entity_entity
延广,被,扼吭而死,entity_entity
延广,时年,五十六,entity_entity
延广,赠,侍中,entity_entity
张文礼,弑,镕,entity_entity
震,从,习,entity_entity
震,从,习,entity_entity
震,从,习,entity_entity
灵帝,宠,蹇硕,entity_entity
灵帝,任命,蹇硕,entity_entity
蹇硕,属,太祖,entity_entity
蹇硕,属,袁绍,entity_entity
严,任命,泗州防御使,entity_entity
严,任命,客省使,entity_entity
严,派遣,西川兵马都监,entity_entity
项羽,对,沛公,entity_entity
曹无伤,使,项羽,entity_entity
曹无伤,言,沛公,entity_entity
项羽,使,士卒,entity_entity
项羽,为,沛公军,entity_entity
项羽,在,鸿门,entity_entity
沛公,在,霸上,entity_entity
谷,送,熙载,entity_entity
谷,命,熙载,entity_entity
朱邪,本号,庄宗,entity_entity
襄王,赐予,晋文公,entity_entity
襄王,授予,伯,entity_entity
襄王,给予,河内地,entity_entity
襄王,会面,晋文公,entity_entity
襄王,书讳,天王狩于河阳,entity_entity
孔甲,赐姓,御龙氏,entity_entity
孔甲,受,豕韦之后,entity_entity
龙,死,夏后,entity_entity
夏后,使求,龙,entity_entity
孔甲,崩,帝皋,entity_entity
帝皋,崩,帝发,entity_entity
破六韩常,字,保年,entity_entity
破六韩常,附化人,匈奴单于之裔,entity_entity
破六韩常,嗣,子晔,entity_entity
孔雀,父,世领部落,entity_entity
孔雀,官职,大都督,entity_entity
孔雀,官职,司徒,entity_entity
孔雀,官职,平南王,entity_entity
孔雀,被任命,大都督,entity_entity
孔雀,被任命,司徒,entity_entity
孔雀,被任命,平南王,entity_entity
汉高祖,起事,太原,entity_entity
景崇,迎接,高祖,entity_entity
高祖,到达,京师,entity_entity
景崇,任命,右卫大将军,entity_entity
周公,代,武王,entity_entity
太子诵,代,武王,entity_entity
太子诵,即位,成王,entity_entity
冯延巳,诮,昪,entity_entity
昪,志在,守吴旧地,entity_entity
昪,无复,经营之略,entity_entity
曹腾,养子,嵩,entity_entity
嵩,生,太祖,entity_entity
从效,派遣,绍基,entity_entity
从效,病卒,从效,entity_entity
泉人,送,族,entity_entity
泉人,推立,张汉思,entity_entity
陈馀,发兵,三县,entity_entity
陈馀,联合,齐,entity_entity
陈馀,击败,常山,entity_entity
张耳,逃往,汉,entity_entity
陈馀,迎接,赵王歇,entity_entity
赵王歇,立,陈馀,entity_entity
赵王歇,封,代王,entity_entity
陈馀,联合,齐,entity_entity
陈馀,击败,常山,entity_entity
幹,求救,单于,entity_entity
公,围攻,壶关,entity_entity
幹,逃往,荆州,entity_entity
王琰,捕斩,幹,entity_entity
臧洪,字,子源,entity_entity
臧洪,是,广陵射阳人,entity_entity
柔,大破,邹丹,entity_entity
袁绍,遣,麹义,entity_entity
袁绍,遣,虞子和,entity_entity
袁绍,与,辅,entity_entity
诸侯,共立,平王,entity_entity
申侯,即,平王,entity_entity
乐池,辅佐,秦,entity_entity
韩,联合,赵,entity_entity
韩,联合,魏,entity_entity
韩,联合,燕,entity_entity
韩,联合,齐,entity_entity
韩,联合,匈奴,entity_entity
庶长疾,与,战,entity_entity
庶长疾,俘虏,申差,entity_entity
庶长疾,击败,赵公子渴,entity_entity
庶长疾,击败,韩太子奂,entity_entity
庶长疾,斩首,八万二千,entity_entity
慕容彦超,同产弟,汉高祖,entity_entity
慕容彦超,冒姓,阎氏,entity_entity
吕臣,任用,吕青,entity_entity
沛公,任命,砀郡兵,entity_entity
术,侵,陈,entity_entity
公,东征,术,entity_entity
公,击破,蕤,entity_entity
公,击破,丰,entity_entity
公,击破,纲,entity_entity
公,击破,就,entity_entity
术,走,淮,entity_entity
士,称,得人,entity_entity
晋高祖,继位,废帝,entity_entity
质,分司,西京,entity_entity
质,拜,太子太保,entity_entity
秦,设置,三川郡,entity_entity
秦,攻打,赵,entity_entity
秦,攻打,魏,entity_entity
秦,攻打,赵,entity_entity
秦,攻打,赵,entity_entity
建王,子,恪,entity_entity
恪,子,超,entity_entity
超,子,志,entity_entity
志,子,荣,entity_entity
建王,四世孙,荣,entity_entity
傕,攻击,汜,entity_entity
杨奉,叛变,傕,entity_entity
契丹,遣,使者,entity_entity
契丹,斩,使者,entity_entity
东丹王,亡入,中国,entity_entity
梁,改元,国号,entity_entity
唐主,封为,济阴王,entity_entity
汴州,升为,开封府,entity_entity
开封府,建为,东都,entity_entity
唐东都,建为,西都,entity_entity
京兆府,废为,雍州,entity_entity
东都,赐酺,东都,entity_entity
丹,臣,秦,entity_entity
犁,臣,秦,entity_entity
蜀,相,壮,entity_entity
壮,杀,蜀侯,entity_entity
蜀侯,来降,秦,entity_entity
惠王,卒,武王,entity_entity
克修,攻,昭义孟方立,entity_entity
克修,取,泽州,entity_entity
克修,取,潞州,entity_entity
方立,走,山东,entity_entity
方立,自别为,昭义军,entity_entity
黄巢,走,蔡州,entity_entity
黄巢,降,秦宗权,entity_entity
黄巢,攻,陈州,entity_entity
李严,字,让坤,entity_entity
宣太后,薨,芷阳郦山,entity_entity
穰侯,出,陶,entity_entity
武安君,攻,韩,entity_entity
武安君,拔,九城,entity_entity
武安君,斩首,五万,entity_entity
武安君,攻,南阳,entity_entity
武安君,取,之,entity_entity
庞师古,攻,徐州,entity_entity
申丛,折,足,entity_entity
申丛,槛送,京师,entity_entity
秦王,导致,祸,entity_entity
晋高祖,为,太常少卿,entity_entity
王权,字,秀山,entity_entity
王权,籍贯,太原,entity_entity
全忠,赂,浚,entity_entity
昭宗,任命,浚,entity_entity
韩建,任命,副使,entity_entity
冯霸,叛降,梁,entity_entity
绘,负责,聘梁使主,entity_entity
高祖,任命,维翰,entity_entity
维翰,担任,翰林学士,entity_entity
维翰,担任,礼部侍郎,entity_entity
维翰,担任,知枢密院事,entity_entity
维翰,升任,中书侍郎,entity_entity
维翰,担任,同中书门下平章事,entity_entity
维翰,兼领,枢密使,entity_entity
慕容彦超,同产弟,汉高祖,entity_entity
慕容彦超,冒姓,阎氏,entity_entity
慕容彦超,号,阎昆仓,entity_entity
慕容彦超,少事,唐明宗,entity_entity
慕容彦超,累迁,刺史,entity_entity
报丙,卒,主壬,entity_entity
主壬,卒,主癸,entity_entity
主癸,卒,天乙,entity_entity
天乙,即,成汤,entity_entity
重华,父,瞽叟,entity_entity
瞽叟,父,桥牛,entity_entity
桥牛,父,句望,entity_entity
句望,父,敬康,entity_entity
敬康,父,穷蝉,entity_entity
穷蝉,父,帝颛顼,entity_entity
帝颛顼,父,昌意,entity_entity
龙敏,字,欲讷,entity_entity
龙敏,籍贯,幽州永清,entity_entity
冯道,任职,唐庄宗,entity_entity
龙敏,依附,冯道,entity_entity
天子,派遣,郗虑,entity_entity
郗虑,持节策命,魏公,entity_entity
郗虑,持节策命,公,entity_entity
高祖,立,汉,entity_entity
高祖,患,益等,entity_entity
益等,召,蜀人,entity_entity
益等,惧,已破邺,entity_entity
殷鹏,代作,制诰,entity_entity
和凝,籍贯,郓州须昌,entity_entity
和凝,九世祖,逢尧,entity_entity
田横,聚,齐亡卒,entity_entity
田横,反,城阳,entity_entity
昪,封,东海郡王,entity_entity
景通,留,司徒同平章事,entity_entity
苏逢吉,赐予,崧,entity_entity
崧,兄弟,屿,entity_entity
崧,兄弟,山义,entity_entity
宋襄,子,公,entity_entity
公,送,宋襄,entity_entity
公,遣,宋襄,entity_entity
温,夺,邵珂,entity_entity
温,将,邵珂,entity_entity
邵珂,使,契丹,entity_entity
邵珂,言,贝州,entity_entity
李仁矩,事,明宗,entity_entity
李仁矩,为,客省使,entity_entity
李仁矩,为,左卫大将军,entity_entity
脩容,比,亭侯,entity_entity
脩仪,比,关内侯,entity_entity
婕妤,视同,中二千石,entity_entity
容华,视同,真二千石,entity_entity
美人,视同,比二千石,entity_entity
良人,视同,千石,entity_entity
武宣卞皇后,是,文帝母,entity_entity
明宗,任命,延朗,entity_entity
明宗,任命,元从孔目官,entity_entity
明宗,任命,庄宅使,entity_entity
明宗,任命,宣徽北院使,entity_entity
明宗,任命,忠武军节度使,entity_entity
尔朱荣,将入洛,元韶,entity_entity
郑仲明,寄,元韶,entity_entity
魏孝庄,之侄,元韶,entity_entity
元韶,避,尔朱之难,entity_entity
阿史那贺鲁,叛,高宗永徽二年,entity_entity
处月朱邪孤注,败于,契苾何力,entity_entity
处月朱邪孤注,从,阿史那贺鲁,entity_entity
帝禹,崩于,会稽,entity_entity
帝禹,传位于,益,entity_entity
益,让位,启,entity_entity
陈婴,推举,长,entity_entity
黄帝,娶於,西陵之女,entity_entity
嫘祖,为,黄帝正妃,entity_entity
嫘祖,生,玄嚣,entity_entity
昪,封,东海郡王,entity_entity
昪,照鉴见,白须,entity_entity
昪,叹,周宗,entity_entity
陈山提,令,搜暹家,entity_entity
帝,令,搜暹家,entity_entity
崔暹,字,季伦,entity_entity
崔暹,籍贯,博陵安平,entity_entity
崔暹,父,崔穆,entity_entity
崔暹,依附,高乾,entity_entity
崔暹,妻,高乾弟慎,entity_entity
浑,兄弟,绘,entity_entity
湛,同僚,浑,entity_entity
景公,卒,哀公,entity_entity
哀公,弑,灵王,entity_entity
楚平王,求,秦女,entity_entity
楚平王,为,太子建妻,entity_entity
李琪,荐举,王延,entity_entity
冯道,故人,王延,entity_entity
绘,参与,录议,entity_entity
绘,与,骞,entity_entity
绘,与,裴伯茂,entity_entity
绘,与,魏收,entity_entity
绘,与,卢元明,entity_entity
绘,擅长,笔札,entity_entity
绘,能,传受,entity_entity
绘,擅长,缉缀词议,entity_entity
绘,擅长,简举,entity_entity
尔朱天光,率,仲远等,entity_entity
尔朱天光,留,祚,entity_entity
尔朱天光,总督,三州,entity_entity
尔朱天光,镇静,二州,entity_entity
纣,说,我生不有命在天乎,entity_entity
祖伊,说,纣不可谏矣,entity_entity
西伯,卒,周武王,entity_entity
周武王,东伐,殷,entity_entity
周武王,至,盟津,entity_entity
周武王,会,诸侯,entity_entity
诸侯,叛,殷,entity_entity
诸侯,会,周,entity_entity
公季,卒,昌,entity_entity
昌,即位,西伯,entity_entity
西伯,名,文王,entity_entity
文王,继承,后稷,entity_entity
文王,继承,公刘,entity_entity
文王,继承,古公,entity_entity
文王,继承,公季,entity_entity
周世宗,作,《征淮南诏》,entity_entity
宋齐丘,为,昪,entity_entity
宋齐丘,出为,洪州节度使,entity_entity
遇贤,据守,白云洞,entity_entity
遇贤,建造,宫室,entity_entity
遇贤,拥有,十余万,entity_entity
遇贤,攻陷,诸县,entity_entity
严思,率领,边镐,entity_entity
严思,率领,兵,entity_entity
景,派遣,严思,entity_entity
景,派遣,边镐,entity_entity
景,派遣,兵,entity_entity
景,立,延鲁,entity_entity
常梦锡,排斥,延鲁,entity_entity
景,立,延鲁,entity_entity
延政,自立,建州,entity_entity
景,遣,查文徽,entity_entity
景,遣,臧循,entity_entity
王氏,连兵,延政,entity_entity
王氏,连兵,延羲,entity_entity
胡母班,遣,吴脩,entity_entity
卓,遣,胡母班,entity_entity
卓,诛,隗,entity_entity
绍,使,王匡,entity_entity
绍,得,关东,entity_entity
魏,攻,邢丘,entity_entity
魏,攻,怀,entity_entity
悼太子,死,魏,entity_entity
悼太子,葬,芷阳,entity_entity
安国君,为,太子,entity_entity
秉,子,兰,entity_entity
兰,子,晖,entity_entity
兰,弟,琳,entity_entity
袁绍,为,校尉,entity_entity
王景崇,派往,永兴,entity_entity
王景崇,与,齐藏珍,entity_entity
王景崇,交托,西事,entity_entity
成公,生子,七人,entity_entity
成公,让位,缪公,entity_entity
成公,朝见,梁伯,entity_entity
成公,朝见,芮伯,entity_entity
齐桓公,讨伐,山戎,entity_entity
齐桓公,驻扎,孤竹,entity_entity
刘备,御,曹公,entity_entity
琮,降,太祖,entity_entity
琮,任,青州刺史,entity_entity
琮,封,列侯,entity_entity
备,奔,夏口,entity_entity
桓公,怒,少姬,entity_entity
管仲,因而,伐楚,entity_entity
管仲,责,包茅,entity_entity
公孙瓒,字,伯珪,entity_entity
公孙瓒,籍贯,辽西令支,entity_entity
公孙瓒,任职,郡门下书佐,entity_entity
侯太守,妻子,公孙瓒,entity_entity
侯太守,遣使,公孙瓒,entity_entity
公孙瓒,学习,涿郡卢植,entity_entity
禹,生,启,entity_entity
涂山,娶,禹,entity_entity
孝平皇帝,庙号,成宗,entity_entity
孝安皇帝,庙号,惠宗,entity_entity
孝德皇帝,庙号,庆宗,entity_entity
徐温,义父,考荣,entity_entity
徐氏子孙,封王、公,考荣,entity_entity
徐氏子孙,封郡、县主,女,entity_entity
张仪,与,齐,entity_entity
张仪,与,楚,entity_entity
张仪,相,魏,entity_entity
乐池,相,秦,entity_entity
管仲,与,鲍叔牙,entity_entity
管仲,贫困,鲍叔牙,entity_entity
景,改元,交泰,entity_entity
景,改元,周显德四年,entity_entity
景,献,淮南十四州,entity_entity
景,画江为界,江南,entity_entity
太祖,与,夏侯惇,entity_entity
太祖,与,周昕,entity_entity
太祖,诣,扬州,entity_entity
太祖,与,士卒,entity_entity
超等,疑,遂,entity_entity
公,会战,克日,entity_entity
公,以,轻兵,entity_entity
公,挑之,轻兵,entity_entity
公,纵,虎骑,entity_entity
公,夹击,虎骑,entity_entity
公,破,之,entity_entity
公,斩,成宜,entity_entity
公,斩,李堪,entity_entity
遂,走,凉州,entity_entity
杨秋,奔,安定,entity_entity
延义,担任,太府卿,entity_entity
延义,担任,判司天监,entity_entity
刘璩,使,契丹,entity_entity
贺瑰,为,北面行营招讨使,entity_entity
晋人,取,杨刘,entity_entity
李守贞,反,汉,entity_entity
朱元,遣,李守贞,entity_entity
李金全,攻,沭阳,entity_entity
德政,担任,尚书右仆射,entity_entity
德政,兼任,侍中,entity_entity
德政,治理,政事,entity_entity
献祖,葬地,赵州昭庆县,entity_entity
懿祖,葬地,赵州昭庆县,entity_entity
唐国,建立,赵州昭庆县,entity_entity
唐国,建立,赵州昭庆县,entity_entity
鏻,上言,唐国,entity_entity
琼,上言,唐国,entity_entity
县中无赖子,自称,宗子,entity_entity
宗正,无,谱牒,entity_entity
宗正,无,谱牒,entity_entity
宗正,莫能,考按,entity_entity
戴思远,任用,毛璋,entity_entity
戴思远,任用,戴思远,entity_entity
世宗,屯于,涡口,entity_entity
世宗,欲再幸,扬州,entity_entity
范质,泣谏,世宗,entity_entity
世宗,班师,李重进,entity_entity
世宗,以,李重进,entity_entity
世宗,以,向训,entity_entity
李重进,攻,庐,entity_entity
李重进,攻,寿,entity_entity
向训,守,扬州,entity_entity
蒙恬,被,法,entity_entity
蒙恬,斩,阳周,entity_entity
秦,不能,尽封,entity_entity
蒙恬,为,秦将,entity_entity
庄宗,并为,郭崇韬,entity_entity
庄宗,灭,梁,entity_entity
宦官,因以用事,庄宗,entity_entity
郭崇韬,专任,政,entity_entity
居翰,苟免,庄宗,entity_entity
太祖,击,眭固,entity_entity
司徒王允,与,吕布,entity_entity
司徒王允,杀,卓,entity_entity
李傕,与,郭汜,entity_entity
李傕,与,郭汜,entity_entity
李傕,杀,王允,entity_entity
李傕,攻,布,entity_entity
吕布,败,东出武关,entity_entity
董卓,字,仲颖,entity_entity
董卓,籍贯,陇西临洮,entity_entity
汤,践,天子位,entity_entity
汤,归,泰卷陶,entity_entity
汤,作,诰,entity_entity
汤,绌,夏命,entity_entity
汤,还,亳,entity_entity
汤,作,汤诰,entity_entity
太祖,击,眭固,entity_entity
太祖,击,匈奴於夫罗,entity_entity
司徒王允,与...共杀,卓,entity_entity
李傕,杀,王允,entity_entity
李傕,攻,吕布,entity_entity
吕布,败,武关,entity_entity
孙权,入居,巢湖口,entity_entity
孙权,向,合肥新城,entity_entity
孙权,遣将,陆议,entity_entity
孙权,遣将,孙韶,entity_entity
陆议,将,万人,entity_entity
孙韶,将,万人,entity_entity
太白,昼见,五月,entity_entity
穆子容,担任,巡省使,entity_entity
述,是,光州,entity_entity
述,起,斋亭,entity_entity
述,刻,石,entity_entity
文宣,被,赐死,entity_entity
元孝友,祖,魏太武皇帝,entity_entity
元孝友,袭爵,临淮王彧,entity_entity
白起,伐,魏,entity_entity
白起,取,两城,entity_entity
楚人,反,我江南,entity_entity
相穰侯,攻,魏,entity_entity
相穰侯,破,暴鸢,entity_entity
相穰侯,斩首,四万,entity_entity
暴鸢,走,魏,entity_entity
魏,入,三县,entity_entity
魏,请和,相穰侯,entity_entity
鏻,担任,司徒,entity_entity
鏻,去世,太傅,entity_entity
贾纬,出生地,镇州获鹿,entity_entity
贾纬,科举考试,进士,entity_entity
陈洪进,逐,汉思,entity_entity
李煜,任命,陈洪进,entity_entity
单于执杨,率领,麹义,entity_entity
单于执杨,进攻,耿祉军,entity_entity
卓,任命,杨,entity_entity
煜,字,重光,entity_entity
煜,名,从嘉,entity_entity
煜,父,景,entity_entity
煜,封,吴王,entity_entity
庄宗,拜,璋,entity_entity
璋,徙,昭义,entity_entity
边蔚,谏,璋,entity_entity
张耳,嬖臣,瑕丘申阳,entity_entity
瑕丘申阳,都,雒阳,entity_entity
瑕丘申阳,下,河南,entity_entity
魏王豹,徙,西魏王,entity_entity
魏王豹,王,河东,entity_entity
魏王豹,都,平阳,entity_entity
韩王成,都,阳翟,entity_entity
韩王成,因,故都,entity_entity
湛,爵位,泾阳县男,entity_entity
吴汉,患病,汉,entity_entity
吴汉,请求,汉,entity_entity
帝盘庚,崩,帝小辛,entity_entity
帝小辛,崩,帝小乙,entity_entity
司马欣,封,塞王,entity_entity
董翳,封,翟王,entity_entity
魏王豹,改封,西魏王,entity_entity
秦王,迎,太后,entity_entity
秦王,复居,甘泉宫,entity_entity
共敖,封为,临江王,entity_entity
韩广,改封为,辽东王,entity_entity
臧荼,封为,燕王,entity_entity
沃丁,崩,太庚,entity_entity
帝小甲,崩,帝雍己,entity_entity
帝雍己,崩,殷道衰,entity_entity
子朝,作乱,齐,entity_entity
晋定公,入,敬王,entity_entity
齐田常,杀,简公,entity_entity
楚,灭,陈,entity_entity
孔子,卒,世,entity_entity
凤翔侯益,受命于,契丹,entity_entity
永兴赵赞,受命于,契丹,entity_entity
高祖,立,汉,entity_entity
凤翔侯益,内顾自疑,高祖,entity_entity
凤翔侯益,召,蜀人,entity_entity
高祖,患,凤翔侯益,entity_entity
凤翔侯益,惧,已破邺,entity_entity
凤翔侯益,请入朝,高祖,entity_entity
布,惧,绍,entity_entity
布,联合,张杨,entity_entity
庄宗,初建,大号,entity_entity
郭崇韬,用,张宪,entity_entity
郭崇韬,用,谦,entity_entity
羽,攻,晃,entity_entity
羽,破,晃,entity_entity
羽,走,仁,entity_entity
羽,击斩,权,entity_entity
羽,传其首,权,entity_entity
王景崇,属,唐明宗,entity_entity
